City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Bam,IR,2021-10-18 21:30:09,29.106,58.357,74.39,19,0,6.15
294,Esperance,AU,2021-10-18 21:30:10,-33.8667,121.9,60.64,63,100,10.02
295,Saint George,US,2021-10-18 21:27:55,37.1041,-113.5841,68.47,26,90,13.0
296,Brae,GB,2021-10-18 21:30:11,60.3964,-1.353,53.51,95,100,20.92
297,Haines Junction,CA,2021-10-18 21:30:11,60.7522,-137.5108,28.35,69,98,0.0
298,Hellin,ES,2021-10-18 21:30:12,38.5106,-1.701,62.38,85,88,3.98
299,Manaure,CO,2021-10-18 21:30:13,11.7751,-72.4445,85.14,74,24,12.95
300,Harrismith,ZA,2021-10-18 21:30:13,-28.2728,29.1295,40.46,90,3,6.13
301,Wanning,CN,2021-10-18 21:30:14,18.8003,110.3967,77.59,91,86,8.72
302,Pringsewu,ID,2021-10-18 21:30:14,-5.3582,104.9744,72.27,95,100,3.47
303,Flin Flon,CA,2021-10-18 21:30:14,54.7682,-101.865,49.84,62,40,18.41
304,Nilanga,IN,2021-10-18 21:30:14,18.1,76.7667,73.22,78,96,7.74
305,Hambantota,LK,2021-10-18 21:27:06,6.1241,81.1185,77.34,100,0,3.44
306,Saumur,FR,2021-10-18 21:30:15,47.3333,-0.25,62.83,89,100,9.13
307,Ancud,CL,2021-10-18 21:30:15,-41.8697,-73.8203,63.93,83,15,6.91
308,Muros,ES,2021-10-18 21:30:15,42.7762,-9.0603,67.23,90,28,7.85
309,Norman Wells,CA,2021-10-18 21:26:27,65.282,-126.8329,23.04,93,75,9.22
310,Traverse City,US,2021-10-18 21:25:16,44.7631,-85.6206,66.94,46,1,4.61
311,Hovd,MN,2021-10-18 21:30:16,48.0056,91.6419,32.4,59,17,0.76
312,Sao Francisco Do Sul,BR,2021-10-18 21:30:16,-26.2433,-48.6381,65.1,94,90,2.3
313,Neiafu,TO,2021-10-18 21:30:17,-18.65,-173.9833,79.48,83,75,11.5
314,Rosario,AR,2021-10-18 21:30:17,-32.9468,-60.6393,80.08,28,0,1.99
315,Beyneu,KZ,2021-10-18 21:30:17,45.3167,55.2,53.91,36,81,8.03
316,Geraldton,AU,2021-10-18 21:30:18,-28.7667,114.6,63.01,94,75,17.27
317,Ambilobe,MG,2021-10-18 21:30:18,-13.2,49.05,68.79,73,47,6.42
318,Guymon,US,2021-10-18 21:30:18,36.6828,-101.4816,85.48,21,1,23.02
319,Shurugwi,ZW,2021-10-18 21:30:19,-19.6702,30.0059,52.23,95,100,10.09
320,Katherine,AU,2021-10-18 21:30:19,-14.4667,132.2667,80.92,61,40,0.0
321,Thinadhoo,MV,2021-10-18 21:30:19,0.5333,72.9333,82.13,73,96,10.65
322,La Serena,CL,2021-10-18 21:27:00,-29.9078,-71.2542,56.71,82,75,8.05
323,Gizo,SB,2021-10-18 21:30:20,-8.103,156.8419,82.92,72,81,3.94
324,Atar,MR,2021-10-18 21:30:20,20.5169,-13.0499,91.18,11,100,4.94
325,Saint-Joseph,RE,2021-10-18 21:30:20,-21.3667,55.6167,70.16,77,19,5.82
326,Aitape,PG,2021-10-18 21:28:06,-3.1374,142.3475,78.94,88,56,5.75
327,Byron Bay,AU,2021-10-18 21:30:21,-28.65,153.6167,66.06,83,100,3.42
328,Liuzhou,CN,2021-10-18 21:30:21,24.3126,109.3892,66.52,84,100,2.42
329,Mbeya,TZ,2021-10-18 21:30:22,-8.9,33.45,60.49,74,49,5.99
330,Aripuana,BR,2021-10-18 21:30:22,-9.1667,-60.6333,76.1,83,99,2.51
331,Leona Vicario,MX,2021-10-18 21:30:22,20.9667,-87.1917,87.67,65,100,6.46
332,Berezovyy,RU,2021-10-18 21:30:23,51.6667,135.7,12.9,86,5,4.68
333,San Quintin,MX,2021-10-18 21:30:23,30.4833,-115.95,67.8,61,15,16.64
334,Benguela,AO,2021-10-18 21:30:24,-12.5763,13.4055,74.37,79,63,1.9
335,Cartaya,ES,2021-10-18 21:30:24,37.2811,-7.1507,74.17,56,100,6.49
336,Bubaque,GW,2021-10-18 21:25:45,11.2833,-15.8333,83.48,72,32,10.18
337,San Juan,AR,2021-10-18 21:30:02,-31.5375,-68.5364,78.71,12,0,5.7
338,Deputatskiy,RU,2021-10-18 21:27:53,69.3,139.9,-16.51,99,38,4.47
339,Caravelas,BR,2021-10-18 21:30:25,-17.7125,-39.2481,75.61,85,20,8.03
340,Kysyl-Syr,RU,2021-10-18 21:30:25,63.8986,122.7617,14.92,97,95,2.66
341,Coquimbo,CL,2021-10-18 21:27:15,-29.9533,-71.3436,56.93,82,75,8.05
342,Cabo San Lucas,MX,2021-10-18 21:30:26,22.8909,-109.9124,91.62,65,40,1.01
343,Puerto Rondon,CO,2021-10-18 21:30:26,6.2805,-71.1,83.41,75,79,1.01
344,Mercedes,AR,2021-10-18 21:30:27,-34.6515,-59.4307,71.64,50,1,9.01
345,Nouadhibou,MR,2021-10-18 21:30:27,20.931,-17.0347,75.18,60,3,8.05
346,Sept-Iles,CA,2021-10-18 21:27:03,50.2001,-66.3821,49.05,97,90,7.0
347,Cilegon,ID,2021-10-18 21:30:28,-6.0174,106.0538,75.09,85,100,10.42
348,Sakaiminato,JP,2021-10-18 21:30:28,35.55,133.2333,51.78,87,75,1.14
349,Yei,SS,2021-10-18 21:30:15,4.095,30.6779,67.19,98,99,3.44
350,Kloulklubed,PW,2021-10-18 21:30:28,7.0419,134.2556,77.5,73,78,11.05
351,Tignere,CM,2021-10-18 21:30:29,7.3667,12.65,66.9,91,97,2.91
352,Amazar,RU,2021-10-18 21:30:29,53.858,120.875,22.17,72,100,2.21
353,Ilawe,NG,2021-10-18 21:30:29,7.8667,4.4333,72.05,99,100,3.13
354,Dongsheng,CN,2021-10-18 21:30:30,39.8161,109.9776,31.6,61,93,12.48
355,Urucui,BR,2021-10-18 21:30:30,-7.2294,-44.5561,84.58,49,74,1.48
356,Kindia,GN,2021-10-18 21:30:30,10.0569,-12.8658,71.11,94,51,3.18
357,Smirnykh,RU,2021-10-18 21:30:30,49.75,142.8333,23.4,78,9,2.48
358,Troitsk,RU,2021-10-18 21:30:31,54.0979,61.5773,48.88,48,100,12.19
359,Gualaquiza,EC,2021-10-18 21:30:31,-3.4,-78.55,70.92,93,60,1.74
360,Saint-Pierre,RE,2021-10-18 21:30:31,-21.3393,55.4781,71.24,73,0,5.75
361,Ulsteinvik,NO,2021-10-18 21:30:32,62.3432,5.8487,46.98,69,100,8.01
362,Avera,US,2021-10-18 21:30:32,33.194,-82.5271,75.07,44,20,1.83
363,Zboriv,UA,2021-10-18 21:30:32,49.6648,25.141,43.65,89,100,10.78
364,Padang,ID,2021-10-18 21:30:33,-0.9492,100.3543,73.45,91,100,6.13
365,Chaoyang,CN,2021-10-18 21:30:33,41.5703,120.4586,34.41,69,3,3.42
366,Klaksvik,FO,2021-10-18 21:30:33,62.2266,-6.589,52.72,98,100,26.91
367,Chik,RU,2021-10-18 21:30:34,54.9928,82.4311,37.18,80,0,2.24
368,Ajdabiya,LY,2021-10-18 21:30:34,30.7554,20.2263,72.63,41,99,9.46
369,Toora-Khem,RU,2021-10-18 21:30:34,52.4675,96.11,23.81,87,3,2.17
370,Hay River,CA,2021-10-18 21:26:42,60.8156,-115.7999,39.18,60,20,5.75
371,Mao,ES,2021-10-18 21:30:35,39.8885,4.2658,64.96,72,0,3.44
372,Stonewall,CA,2021-10-18 21:29:24,50.1344,-97.3268,72.75,39,78,13.42
373,Kumba,CM,2021-10-18 21:30:35,4.6363,9.4469,72.3,97,99,2.15
374,Ibanda,TZ,2021-10-18 21:30:35,-2.7974,32.4746,66.54,83,95,1.54
375,Coihaique,CL,2021-10-18 21:27:00,-45.5752,-72.0662,59.61,62,75,3.44
376,Muana,BR,2021-10-18 21:30:36,-1.5283,-49.2167,83.08,67,76,8.3
377,Floro,NO,2021-10-18 21:30:36,61.5996,5.0328,46.96,65,90,12.66
378,Camacha,PT,2021-10-18 21:30:36,33.0833,-16.3333,72.54,94,20,5.75
379,Dikson,RU,2021-10-18 21:30:37,73.5069,80.5464,29.79,98,100,18.7
380,Champerico,GT,2021-10-18 21:29:17,14.3,-91.9167,90.14,73,76,5.66
381,Togur,RU,2021-10-18 21:30:37,58.3631,82.8265,35.96,93,70,5.95
382,Tombouctou,ML,2021-10-18 21:30:38,20.0,-3.0,84.02,12,10,9.44
383,Aras,ES,2021-10-18 21:30:38,42.5617,-2.356,61.32,100,98,4.29
384,Pimentel,PE,2021-10-18 21:29:53,-6.8367,-79.9342,66.49,68,0,20.71
385,Carutapera,BR,2021-10-18 21:30:39,-1.195,-46.02,80.44,76,79,7.67
386,Sola,VU,2021-10-18 21:30:39,-13.8833,167.55,77.67,94,90,0.0
387,Makakilo City,US,2021-10-18 21:30:39,21.3469,-158.0858,82.72,54,20,13.8
388,Qujing,CN,2021-10-18 21:30:40,25.4833,103.7833,57.31,94,94,9.42
389,Labuhan,ID,2021-10-18 21:30:40,-6.8844,112.2051,80.33,82,99,5.97
390,Rincon,US,2021-10-18 21:30:40,32.296,-81.2354,75.13,46,40,4.61
391,Jibuti,DJ,2021-10-18 21:30:41,11.5,42.5,81.82,65,48,8.79
392,Albury,AU,2021-10-18 21:30:41,-36.0833,146.9167,56.01,91,9,4.61
393,Verdun,FR,2021-10-18 21:30:41,49.25,5.3333,54.09,84,96,6.35
394,Chubbuck,US,2021-10-18 21:30:41,42.9208,-112.4661,64.29,40,75,7.0
395,Plettenberg Bay,ZA,2021-10-18 21:30:42,-34.0527,23.3716,51.96,72,0,3.67
396,Ivanivka,UA,2021-10-18 21:30:42,46.7208,34.553,45.95,63,93,8.23
397,Nuuk,GL,2021-10-18 21:30:43,64.1835,-51.7216,34.41,34,20,11.5
398,Gorontalo,ID,2021-10-18 21:30:44,0.5412,123.0595,75.81,93,91,2.46
399,Chapada Dos Guimaraes,BR,2021-10-18 21:30:44,-15.4606,-55.7497,69.46,93,100,4.27
400,Songjianghe,CN,2021-10-18 21:30:45,42.1859,127.479,21.2,94,34,4.21
401,Kaputa,ZM,2021-10-18 21:30:45,-8.4689,29.6619,72.84,73,100,2.21
402,Sam Roi Yot,TH,2021-10-18 21:30:46,12.2708,99.872,72.28,93,84,4.99
403,Baiyin,CN,2021-10-18 21:30:46,36.5583,104.2081,45.48,40,100,2.62
404,Komsomolskiy,UZ,2021-10-18 21:26:46,40.4272,71.7189,51.22,57,20,4.61
405,Plouzane,FR,2021-10-18 21:30:46,48.3833,-4.6167,64.08,100,90,18.41
406,Hailar,CN,2021-10-18 21:30:47,49.2,119.7,22.01,80,9,6.87
407,Xichang,CN,2021-10-18 21:30:47,27.8964,102.2634,62.19,92,100,3.24
408,Porto Recanati,IT,2021-10-18 21:30:47,43.4365,13.6613,58.3,44,0,6.08
409,Odesskoye,RU,2021-10-18 21:30:48,54.2111,72.9651,46.78,57,100,6.64
410,Fort Morgan,US,2021-10-18 21:30:12,40.2503,-103.8,79.45,11,1,5.75
411,Najran,SA,2021-10-18 21:30:48,17.4924,44.1277,74.05,22,3,2.46
412,Cuamba,MZ,2021-10-18 21:30:48,-14.8031,36.5372,79.41,46,92,4.41
413,Lafiagi,NG,2021-10-18 21:30:49,8.8667,5.4167,78.04,84,100,4.74
414,Tilichiki,RU,2021-10-18 21:30:49,60.4667,166.1,18.66,80,99,18.68
415,Hals,DK,2021-10-18 21:30:49,56.9961,10.3081,49.6,93,100,18.28
416,Hamilton,US,2021-10-18 21:27:25,39.1834,-84.5333,71.76,41,1,1.99
417,Kayseri,TR,2021-10-18 21:30:50,38.737,35.4968,41.02,87,40,1.14
418,Santomera,ES,2021-10-18 21:30:50,38.0615,-1.0488,71.55,81,100,3.91
419,Kuryk,KZ,2021-10-18 21:30:50,43.2,51.65,57.22,49,35,6.8
420,Mareeba,AU,2021-10-18 21:30:51,-17.0,145.4333,78.31,91,2,1.19
421,Sao Felix Do Xingu,BR,2021-10-18 21:30:51,-6.6447,-51.995,74.35,91,89,1.19
422,Ostrovnoy,RU,2021-10-18 21:30:52,68.0531,39.5131,37.56,80,100,29.04
423,Sinnamary,GF,2021-10-18 21:30:52,5.3833,-52.95,80.6,81,100,10.2
424,Isangel,VU,2021-10-18 21:30:52,-19.55,169.2667,78.91,69,90,0.0
425,Gannan,CN,2021-10-18 21:30:52,47.9147,123.5031,28.69,57,0,6.2
426,Karla,EE,2021-10-18 21:30:53,59.3723,24.9275,40.96,69,75,11.5
427,Japura,ID,2021-10-18 21:30:53,-0.3167,102.35,73.83,98,100,2.26
428,Batsfjord,NO,2021-10-18 21:30:53,70.6345,29.7185,35.53,93,75,21.85
429,Huarmey,PE,2021-10-18 21:30:54,-10.0681,-78.1522,66.51,80,94,9.64
430,Langsa,ID,2021-10-18 21:30:54,4.4683,97.9683,72.91,91,89,1.21
431,Waingapu,ID,2021-10-18 21:30:54,-9.6567,120.2641,81.05,77,85,2.64
432,Dalgopol,BG,2021-10-18 21:30:55,43.05,27.35,57.25,79,100,1.19
433,Zapolyarnyy,RU,2021-10-18 21:30:55,69.4154,30.8136,31.28,75,100,19.46
434,Catalina,US,2021-10-18 21:30:55,32.5056,-110.9211,83.66,29,0,4.0
435,Bowen,AU,2021-10-18 21:30:56,-20.0167,148.2333,75.42,76,6,8.93
436,Boa Vista,BR,2021-10-18 21:30:56,2.8197,-60.6733,93.18,43,20,3.44
437,Gavirate,IT,2021-10-18 21:30:56,45.8401,8.7198,57.47,88,100,1.01
438,Sebrovo,RU,2021-10-18 21:30:57,50.0981,43.2976,44.92,57,98,6.93
439,Shingu,JP,2021-10-18 21:30:57,33.7333,135.9833,60.51,94,100,8.95
440,Takoradi,GH,2021-10-18 21:30:57,4.8845,-1.7554,77.34,88,100,8.25
441,Burevestnik,RU,2021-10-18 21:30:58,56.144,43.7883,31.75,100,0,6.71
442,Orsha,BY,2021-10-18 21:30:58,54.5153,30.4053,36.63,79,13,11.1
443,Saint-Georges,GD,2021-10-18 21:30:58,12.0564,-61.7485,80.28,94,20,8.05
444,Kidal,ML,2021-10-18 21:30:59,18.4411,1.4078,83.82,36,8,6.04
445,Tonstad,NO,2021-10-18 21:30:59,58.6626,6.7169,47.53,96,100,8.48
446,Calama,CL,2021-10-18 21:30:59,-22.4667,-68.9333,72.09,9,0,20.71
447,Velyka Oleksandrivka,UA,2021-10-18 21:30:59,47.3197,33.3037,47.28,61,100,8.72
448,Anloga,GH,2021-10-18 21:31:00,5.7947,0.8973,77.22,79,100,8.88
449,Kigoma,TZ,2021-10-18 21:31:00,-4.8769,29.6267,71.38,87,100,7.11
450,Svetlaya,RU,2021-10-18 21:31:00,46.5389,138.3297,33.66,75,99,9.37
451,Sechura,PE,2021-10-18 21:31:01,-5.5569,-80.8222,73.33,63,68,17.49
452,Waddan,LY,2021-10-18 21:31:02,29.1614,16.139,71.06,42,100,25.7
453,Walvis Bay,NA,2021-10-18 21:31:02,-22.9575,14.5053,59.09,82,100,10.36
454,Antalaha,MG,2021-10-18 21:31:03,-14.9003,50.2788,67.77,80,25,6.31
455,Safford,US,2021-10-18 21:31:03,32.834,-109.7076,83.07,22,1,4.61
456,Presidencia Roque Saenz Pena,AR,2021-10-18 21:31:03,-26.7852,-60.4388,74.73,26,1,7.34
457,Finnsnes,NO,2021-10-18 21:31:04,69.2296,17.9811,28.36,86,23,1.05
458,Umm Kaddadah,SD,2021-10-18 21:31:04,13.6017,26.6876,87.3,17,2,12.8
459,San Clemente,US,2021-10-18 21:30:53,33.427,-117.612,69.73,73,43,1.01
460,Nanortalik,GL,2021-10-18 21:31:04,60.1432,-45.2371,31.59,60,85,14.58
461,Changping,CN,2021-10-18 21:31:05,40.2186,116.2197,43.52,36,0,4.0
462,Cordoba,AR,2021-10-18 21:28:22,-31.4135,-64.1811,76.05,29,20,4.61
463,Margate,GB,2021-10-18 21:31:05,51.3813,1.3862,61.88,92,100,1.99
464,Marawi,PH,2021-10-18 21:31:06,7.9986,124.2928,66.65,92,76,2.26
465,Katobu,ID,2021-10-18 21:31:06,-4.9408,122.5276,76.6,90,67,2.42
466,Shanghai,CN,2021-10-18 21:30:25,31.2222,121.4581,64.89,79,0,6.71
467,Kismayo,SO,2021-10-18 21:31:06,-0.3582,42.5454,78.26,85,88,13.38
468,Vostok,RU,2021-10-18 21:31:06,46.4856,135.8833,18.01,99,95,1.21
469,La Union,PE,2021-10-18 21:31:07,-5.4,-80.75,76.6,54,63,16.87
470,Grafton,US,2021-10-18 21:31:07,42.207,-71.6856,56.32,58,90,3.0
471,Vanimo,PG,2021-10-18 21:31:07,-2.6741,141.3028,79.43,88,53,5.88
472,Marang,MY,2021-10-18 21:31:08,5.2056,103.2059,76.93,86,86,2.08
473,Stornoway,GB,2021-10-18 21:31:08,58.2093,-6.3865,55.92,100,90,18.41
474,Cherdakly,RU,2021-10-18 21:31:09,54.3594,48.845,46.35,61,0,8.95
475,Rantauprapat,ID,2021-10-18 21:31:09,2.1,99.8333,74.44,98,100,2.51
476,Brigham City,US,2021-10-18 21:29:44,41.5102,-112.0155,63.37,40,1,1.01
477,Nuevo Laredo,MX,2021-10-18 21:30:16,27.4763,-99.5164,87.78,37,1,17.27
478,Oxapampa,PE,2021-10-18 21:31:10,-10.5775,-75.4017,63.63,96,91,1.7
479,Tromso,NO,2021-10-18 21:30:51,69.6496,18.957,28.42,86,75,3.44
480,Rio Bueno,CL,2021-10-18 21:31:11,-40.3167,-72.9667,68.14,59,15,6.42
481,Keti Bandar,PK,2021-10-18 21:31:11,24.1447,67.4497,79.48,58,0,12.91
482,Mackay,AU,2021-10-18 21:31:12,-21.15,149.2,75.04,94,4,4.61
483,Bac Lieu,VN,2021-10-18 21:31:12,9.285,105.7244,78.85,83,56,5.99
484,Barra,BR,2021-10-18 21:30:38,-11.0894,-43.1417,82.27,43,68,2.42
485,Sokolo,ML,2021-10-18 21:31:12,14.7328,-6.1219,93.02,24,100,4.72
486,Verkhniye Sergi,RU,2021-10-18 21:31:13,56.6469,59.5556,45.46,60,100,7.43
487,Masallatah,LY,2021-10-18 21:31:13,32.6167,14.0,68.97,63,97,11.3
488,Arlit,NE,2021-10-18 21:31:14,18.7369,7.3853,87.13,23,94,8.75
489,Perth,AU,2021-10-18 21:27:51,-31.9333,115.8333,64.58,86,75,19.57
490,Biltine,TD,2021-10-18 21:31:14,14.5333,20.9167,86.27,17,7,6.13
491,Emet,TR,2021-10-18 21:31:14,39.343,29.2585,50.83,85,73,3.98
492,Belmonte,BR,2021-10-18 21:31:15,-15.8631,-38.8828,79.3,83,96,10.16
493,Natal,BR,2021-10-18 21:31:15,-5.795,-35.2094,80.82,78,20,9.22
494,Faya,SA,2021-10-18 21:31:16,18.3851,42.4509,61.32,25,6,6.44
495,Muyezerskiy,RU,2021-10-18 21:31:16,63.9333,31.65,27.72,89,90,9.55
496,Calvinia,ZA,2021-10-18 21:31:16,-31.4707,19.776,54.77,25,0,6.67
497,Mbandaka,CD,2021-10-18 21:31:17,0.0487,18.2603,73.62,89,80,1.77
498,Grindavik,IS,2021-10-18 21:31:17,63.8424,-22.4338,48.15,81,0,24.16
499,Svetlogorsk,BY,2021-10-18 21:31:17,52.6333,29.7333,34.63,87,6,7.02
500,Barcelona,ES,2021-10-18 21:31:08,41.3888,2.159,69.85,89,20,1.14
501,Narsaq,GL,2021-10-18 21:31:18,60.9167,-46.05,34.02,39,74,2.93
502,Okhotsk,RU,2021-10-18 21:26:53,59.3833,143.3,9.34,71,0,16.67
503,Aksu,CN,2021-10-18 21:31:18,41.1231,80.2644,53.87,22,100,2.73
504,Broken Hill,AU,2021-10-18 21:31:19,-31.95,141.4333,56.91,58,0,13.8
505,Doha,QA,2021-10-18 21:28:33,25.2867,51.5333,85.98,52,0,11.5
506,Laguna,US,2021-10-18 21:30:54,38.421,-121.4238,66.4,49,75,1.01
507,Ambon,ID,2021-10-18 21:31:19,-3.6954,128.1814,77.14,94,20,3.44
508,Batouri,CM,2021-10-18 21:31:19,4.4333,14.3667,68.45,97,97,3.11
509,Basco,PH,2021-10-18 21:31:20,20.4487,121.9702,80.8,73,62,16.62
510,Kumluca,TR,2021-10-18 21:31:20,36.3703,30.2869,69.37,46,70,6.62
511,Maxixe,MZ,2021-10-18 21:31:21,-23.8597,35.3472,68.27,72,100,15.9
512,Buzmeyin,TM,2021-10-18 21:31:21,38.0507,58.2056,62.33,22,75,6.91
513,Puerto Colombia,CO,2021-10-18 21:31:21,10.9878,-74.9547,86.09,75,27,5.14
514,Bintawan,PH,2021-10-18 21:31:21,16.5759,121.1876,71.91,98,46,0.67
515,Great Falls,US,2021-10-18 21:29:06,47.5002,-111.3008,59.45,36,1,7.0
516,Bilma,NE,2021-10-18 21:31:22,18.6853,12.9164,86.38,15,98,8.34
517,Rio Gallegos,AR,2021-10-18 21:31:22,-51.6226,-69.2181,60.85,25,20,29.93
518,Itoman,JP,2021-10-18 21:31:23,26.1247,127.6694,75.22,81,40,4.61
519,Castro Alves,BR,2021-10-18 21:31:23,-12.7656,-39.4283,73.85,83,93,10.65
520,Erzin,TR,2021-10-18 21:31:24,36.9559,36.2,66.92,79,82,2.73
521,Mitsamiouli,KM,2021-10-18 21:31:24,-11.3847,43.2844,76.96,79,85,13.38
522,San Rafael,AR,2021-10-18 21:31:24,-34.6177,-68.3301,75.45,14,0,13.35
523,Bantry,IE,2021-10-18 21:31:25,51.6833,-9.45,58.48,98,100,6.35
524,Inta,RU,2021-10-18 21:31:25,66.0317,60.1659,36.09,80,98,14.92
525,Bykovo,RU,2021-10-18 21:31:25,55.6361,38.0803,37.42,87,40,4.47
526,Orthez,FR,2021-10-18 21:31:26,43.4884,-0.7724,67.42,64,100,5.61
527,Bahia Honda,CU,2021-10-18 21:31:26,22.9036,-83.1592,80.2,79,88,9.71
528,Yeniseysk,RU,2021-10-18 21:31:26,58.4497,92.1703,34.72,92,74,3.56
529,Buala,SB,2021-10-18 21:29:20,-8.145,159.5921,82.29,75,4,3.44
530,Goundam,ML,2021-10-18 21:31:27,16.4145,-3.6708,90.82,23,13,10.63
531,Ahuimanu,US,2021-10-18 21:31:27,21.4447,-157.8378,83.91,58,20,13.8
532,Veselynove,UA,2021-10-18 21:31:28,47.3567,31.2349,45.07,73,79,8.28
533,Elizabeth City,US,2021-10-18 21:29:20,36.2946,-76.2511,71.01,38,1,3.0
534,Kamina,CD,2021-10-18 21:31:28,-8.7386,24.9906,66.76,91,77,3.29
535,Dicabisagan,PH,2021-10-18 21:31:28,17.0818,122.4157,77.07,89,56,5.84
536,Bom Jesus,BR,2021-10-18 21:31:29,-9.0744,-44.3586,87.13,32,98,2.84
537,Merauke,ID,2021-10-18 21:31:29,-8.4667,140.3333,80.38,85,83,9.82
538,Vila Franca Do Campo,PT,2021-10-18 21:31:29,37.7167,-25.4333,70.21,82,18,11.72
539,Pangnirtung,CA,2021-10-18 21:27:17,66.1451,-65.7125,32.0,80,75,3.44
540,Port Keats,AU,2021-10-18 21:31:30,-14.25,129.55,84.24,67,18,2.82
541,Nirasaki,JP,2021-10-18 21:31:30,35.7,138.45,52.05,92,100,1.01
542,Aykhal,RU,2021-10-18 21:31:31,66.0,111.5,31.21,95,96,16.8
543,Rondonopolis,BR,2021-10-18 21:30:57,-16.4708,-54.6356,76.75,81,100,3.09
544,Manta,EC,2021-10-18 21:31:31,-0.95,-80.7333,76.78,83,90,11.5
545,Mandaue,PH,2021-10-18 21:31:31,10.3437,123.9423,80.51,89,75,3.44
546,Chegdomyn,RU,2021-10-18 21:31:32,51.1167,133.0167,16.95,65,4,2.77
547,Sand,DE,2021-10-18 21:31:32,50.0,10.6,48.15,99,100,3.36
548,Naron,ES,2021-10-18 21:31:32,43.5167,-8.1528,67.05,89,71,6.13
549,Trelew,AR,2021-10-18 21:31:33,-43.249,-65.3051,77.49,23,19,16.15
